id,star_system_id,star_name,star_type,source_system_id,galactic_x,galactic_y,galactic_z,position,star_mass,star_spectral_type_size,distance_sol_ly,star_radius,star_luminosity
338,376,LHS 4021,Star,30072,3.233379998,19.90673645,-48.21269676,0101000080B89A1755F6DD094055D746E11FE833402415BEA5391B48C0,0.5,M4 V,52.26085563,,
339,377,WT 178,Star,30073,0.791686752,-44.42825329,-28.12752588,0101000080DD8690747F55E93F2A7AF900D13646C05EFE3B89A5203CC0,0.5,M4.5 V,52.58948726,,
340,378,LHS 1932,Star,30074,-5.122693456,-50.71065409,-13.29593729,010100008018D0735AA37D14C0C9A895B6F65A49C0096FAC1785972AC0,0.5,M3.5 V,52.6744186,,
341,379,LHS 346,Star,30075,29.10125634,-39.13427708,20.28590053,01010000800AD07CEFEB193D40E799C9FD2F9143C05242F2C630493440,0.5,M3.5 V,52.8194332,,
342,380,LTT 6933,Star,30076,44.43459249,-26.16621268,-13.76704244,010100008090D109BAA0374640D0C708EA8C2A3AC05AE364C9B9882BC0,0.5,M V?,53.37260677,,
343,381,LHS 3719,Star,30077,33.74621599,-19.99759162,-37.26809107,0101000080B1666C0184DF4040E6A9162A62FF33C0F4FFE4CE50A242C0,0.5,M2 V,54.10749834,,
344,382,LHS 3167,Star,30078,39.42853584,-34.81704635,-12.79458562,010100008061FB2C43DAB6434078488CF9946841C0348B27EDD39629C0,0.5,M4 V,54.13443983,,
345,383,Gliese 633,Star,30079,51.10361932,-19.90568119,0.314125933,01010000801F51DB65438D494001A7F3B8DAE733C006DF43A8A31AD43F,0.5,M3 V,54.84445939,,
346,384,LHS 2122,Star,30080,9.970442303,-54.07161976,-8.706263003,0101000080711444D0DDF02340437917D62A094BC0FE84E84D9B6921C0,0.5,M3.5 V,55.66820276,,
347,385,WT 562,Star,30081,44.34796324,-26.62115771,-20.98847249,01010000804E01380F8A2C4640B61B1231049F3AC0B28B79880CFD34C0,0.5,M4.5 V,55.82064008,,
350,389,Gliese 808,Star,30083,33.63788027,-35.01609296,-30.40841926,0101000080F234890FA6D14040AB7288550F8241C0ABC1242A8E683EC0,0.5,M2.5 V,57.2914105,,
353,393,WT 870,Star,30085,34.68890648,-4.089282055,-45.94817532,01010000801ECD68162E584140F26049C16C5B10C01D2313CF5DF946C0,0.5,M4 V,57.71721819,,
354,394,Gliese 1118,Star,30086,-14.30153259,-55.42571635,9.632468841,0101000080D474C97A629A2CC0AE4F94DF7DB64BC005ABB7F4D2432340,0.5,M3 V,58.04591564,,
355,395,LHS 1630 AB,Star,30087,-30.40904438,-26.37247636,-41.83671135,01010000806DB6EA21B7683EC0AEBB589C5A5F3AC09438865B19EB44C0,0.5,M3.5 V,58.05624778,,
356,396,LHS 3197,Star,30089,55.17225181,-1.180566845,21.62177749,01010000803B50E9580C964B403A45600F9AE3F2BF60F040CF2C9F3540,0.5,M4.5 V,59.26948937,,
357,397,LHS 3909,Star,30090,14.33393558,22.34751856,-53.14748655,01010000803F24B69AF9AA2C40F9F3F1F9F6583640C96CDAD6E0924AC0,0.5,M3 V,59.40983607,,
358,398,LHS 2401,Star,30091,4.432826014,-45.78439155,38.33554632,0101000080C0F31BBE36BB11401F413BF166E446C0B9588B2EF32A4340,0.5,M3 V,59.87883238,,
359,399,LHS 3218,Star,30093,58.31880109,-8.023749651,14.10550008,010100008055BD5F79CE284D403EAC0CEA280C20C099A6421B04362C40,0.5,M4 V,60.53452116,,
360,400,LHS 2328,Star,30094,-6.566807653,-43.10912392,42.05182116,0101000080B207B33969441AC040CEC9C5F78D45C06CB86513A2064540,0.5,M3.5 V,60.5794948,,
361,401,LHS 3169,Star,30095,57.37021112,-12.1823457,16.93112114,0101000080FD81F61363AF4C40E921646A5C5D28C00BEA7CF45DEE3040,0.5,M3.5 V,61.0443571,,
362,402,LHS 539,Star,30096,23.74553509,-0.209134948,-56.9627851,010100008007923D63DBBE3740202A0E19EFC4CABFBDC9CA8A3C7B4CC0,0.5,M V?,61.71428571,,
363,403,LHS 423,Star,30097,61.22842698,-11.3844269,12.23155313,0101000080E14F64183D9D4E40C367469AD3C426C0DB45C1218E762840,0.5,M3 V,63.4676007,,
367,408,LHS 2335,Star,30100,6.296774601,-57.74340403,28.09219351,0101000080555056AEE52F19404548FEDC27DF4CC07C5A6EFE99173C40,0.5,M2.5 V,64.52225519,,
368,409,Gliese 1252,Star,30101,49.75787312,-16.91585084,-37.47566789,0101000080707584FC01E148406BD05D3375EA30C056A777AFE2BC42C0,0.5,M2.5 V,64.54779339,,
369,410,LP 600-043,Star,30102,-54.4485256,-34.59586321,-6.304748176,01010000809BB56F4969394BC077EBE33E454C41C01CBEE5E70F3819C0,0.5,M V?,64.81717011,,
372,414,APMPM J2127-3844,Star,30104,45.74579627,3.302885799,-47.77252473,01010000807C908E4076DF4640CB05C9634F6C0A40C2592117E2E247C0,0.5,M V?,66.22538071,,
373,415,HIP 3856,Star,30105,20.58080371,-31.26495001,-55.66983049,010100008071D84B8DAF9434405E068CC3D3433FC0F3346801BDD54BC0,0.5,M2.5 V,67.08350473,,
374,416,LHS 3443,Star,30106,62.82492715,-1.47074436,-23.67133707,01010000808F6A7D3697694F408B9FEF3C2B88F7BF123E08BFDCAB37C0,0.5,M2 V,67.15256331,,
375,417,APMPM J0544-4108,Star,30108,-22.96260279,-53.84988562,-33.35016055,01010000809E16EE226DF636C0CF9E4F0DC9EC4AC0B84C970FD2AC40C0,0.5,M4 V,67.3745094,,
376,418,LHS 1582 AB,Star,30109,-45.51470031,-14.66409133,-49.29787725,0101000080755823B3E1C146C075D05FC703542DC0787C7BD720A648C0,0.5,M4.5 V,68.67972205,,
377,419,LHS 3925,Star,30110,30.05431198,-12.57683163,-61.52412335,01010000808AE1D163E70D3E40F74BB479562729C0F5A8537916C34EC0,0.5,M3.5 V,69.61792956,,
380,423,LHS 406,Star,30112,61.02863031,-12.12859146,31.62251582,0101000080EA8F7228AA834E40637D66BDD64128C0832460325D9F3F40,0.5,M2 VI,69.79670447,,
381,424,LHS 1749 A,Star,30113,13.85493957,-57.67027512,-38.45964079,0101000080A169AAA3BAB52B407ADC3B93CBD54CC0937A6882D53A43C0,0.5,M2 V,70.68920676,,
382,425,LHS 4039,Star,30114,17.88062021,0.963358359,-72.75648435,01010000808B257A5370E131409976C7E8D4D3EE3FE4CB553D6A3052C0,0.5,M4 V,74.92763611,,
383,426,LHS 4040 (WD 2331-335),White Dwarf,30115,17.88166602,0.960809449,-72.75626103,0101000080FDE441DDB4E13140A7912475F3BEEE3FB7C5A994663052C0,0.5,DA5,74.92763611,,
384,427,WT 244,Star,30116,25.84748815,-67.76629471,-20.33686214,01010000805FFFBFFBF4D839400FA3F7F80AF150C0828FE2983C5634C0,0.5,M4.5 V,75.3256351,,
385,428,LHS 1748,Star,30117,-37.02403887,-51.37244684,-41.1779544,0101000080CC3DA8B4138342C037A68A56ACAF49C0F316B435C79644C0,0.5,M2.5 V,75.53496989,,
388,432,SCR 0342-6407,Star,30119,8.391502878,-55.81270468,-54.53004958,01010000808A99B21073C82040FDF3FAB406E84BC0E4AD25AAD8434BC0,0.5,M4 V,78.47930703,,
389,433,LHS 4016,Star,30120,16.96282682,8.690401137,-76.73760859,0101000080979C87D17BF630408B1201427C6121401DD3A8FA342F53C0,0.5,M2.5 V,79.06909091,,
390,434,Gliese 1281,Star,30121,22.57428978,23.74196445,-72.19500767,0101000080EC86AFA7049336406D8BD761F1BD3740A04773017B0C52C0,0.5,M2.5 V,79.28050559,,
391,435,LHS 3484,Star,30122,57.78070543,-41.61269596,-41.18790929,01010000806ED4D027EEE34C40B14B3BD26CCE44C011955F690D9844C0,0.5,M3.5 V,82.25977301,,
392,436,LHS 1656,Star,30123,-2.75234527,-60.54561898,-56.35591803,0101000080329ACF98CD0406C0A496BDD7D6454EC01074D5B88E2D4CC0,0.5,M V,82.76072063,,
393,437,LHS 3147,Star,30124,76.48011954,-15.44951454,29.01883232,01010000801E9E4E47BA1E5340C2C010C526E62EC00082E631D2043D40,0.5,M3.5 V,83.24655436,,
351,390,LHS 225 A,Star,30084,-19.58278736,-52.01396099,-13.98840375,0101000080E1B86B8D319533C022BC4579C9014AC0CEFC6A0E10FA2BC0,0.5,M3 V,57.31154454,,
352,390,LHS 225 B,Star,30084,-19.58278736,-52.01396099,-13.98840375,0101000080E1B86B8D319533C022BC4579C9014AC0CEFC6A0E10FA2BC0,0.5,M3 V,57.31154454,,
364,404,LHS 3739 A,Star,30098,37.84802462,9.483163525,-50.71874718,0101000080298D1C128CEC42407BFDA43561F722409B1858E8FF5B49C0,0.5,M3.5 V,63.9905827,,
365,404,LHS 3738 B,Star,30098,37.84802462,9.483163525,-50.71874718,0101000080298D1C128CEC42407BFDA43561F722409B1858E8FF5B49C0,0.5,M4.5 V,63.9905827,,
370,411,WD 0419-487 (RR Caeli A),White Dwarf,15077,-11.5586097,-45.37556353,-46.01809118,0101000080ED743117021E27C0CD753B7712B046C01839D1CF500247C0,0.5,DAZ8,65.65217391,,
371,411,RR Caeli B,Star,15077,-11.5586097,-45.37556353,-46.01809118,0101000080ED743117021E27C0CD753B7712B046C01839D1CF500247C0,0.5,M4 V,65.65217391,,
378,420,LHS 2567 A,Star,30111,14.86524776,-34.92352482,58.44988944,0101000080474620C101BB2D40DE78B10F367641C0D1CE27FA95394D40,0.5,M3.5 V,69.69230769,,
379,420,LHS 2568 B,Star,30111,14.86524776,-34.92352482,58.44988944,0101000080474620C101BB2D40DE78B10F367641C0D1CE27FA95394D40,0.5,M4 V,69.69230769,,
386,429,Gliese 1226 A,Star,30118,67.14574748,36.46102246,8.429751771,0101000080C3043DED53C95040F335B2C8023B4240A8AF936C08DC2040,0.5,M3.5 V,76.87013905,,
387,429,Gliese 1226 B,Star,30118,67.14574748,36.46102246,8.429751771,0101000080C3043DED53C95040F335B2C8023B4240A8AF936C08DC2040,0.5,M3.5 V,76.87013905,,
394,438,WT 135,Star,30125,-19.73776426,-53.78145952,-60.8091769,01010000808EDB581EDEBC33C020C694DD06E44AC0DE16D11B93674EC0,0.5,M3 VI,83.54508197,,
395,439,Gliese 762,Star,30126,66.17667437,-32.69981445,-40.58319393,0101000080404C04A24E8B504055021885935940C0B1494419A64A44C0,0.5,M2.5 V,84.23553719,,
396,440,WT 248,Star,30127,25.84165533,-79.61464267,-13.89568008,0101000080A5DA44B976D739401298354E56E753C0AD8E569496CA2BC0,0.5,M3 V,84.8491155,,
397,441,L 064-040 (WD 0928-713),White Dwarf,30128,25.7751447,-77.91668269,-21.54077241,0101000080F02A10E26FC63940FF96DFEDAA7A53C07387870F708A35C0,0.5,DA5.5,84.8491155,,
398,442,Gliese 781.3 (WD 2007-219),White Dwarf,30129,71.30766209,27.13521125,-38.2281296,010100008037B155BCB0D3514021CD58349D223B40F29FC959331D43C0,0.5,DA6,85.33751962,,
399,443,LHS 3245 (WD 1647-327),White Dwarf,30130,85.79721296,-15.07485836,11.31058948,01010000806EC98189057355407C10C0D553262EC0CE299695059F2640,0.5,DA8.5,87.84271479,,
400,444,LHS 3836,Star,30131,48.85597169,-38.35857474,-64.51236884,0101000080096DF77A906D484061BCEEC6E52D43C086D2ACA6CA2050C0,0.5,M3.5 V,89.55518946,,
401,445,LHS 440,Star,30132,86.34698008,-23.36057786,-5.237379589,0101000080A9FDEFEB34965540965CA4D44E5C37C0C0F88DA213F314C0,0.5,M1 VI,89.6043956,,
402,446,LHS 3740,Star,30133,56.1442605,-26.0835198,-66.35707772,010100008064CDC82077124C408791B98D61153AC0F061825CDA9650C0,0.5,M3.5 V,90.75125209,,
403,447,LHS 3080,Star,30134,37.30202803,37.73288985,74.94327366,0101000080A4A9BFDAA8A6424001A9A855CFDD424035387C985EBC5240,0.5,M4 V,91.82432432,,
406,451,LHS 1561,Star,30137,-66.0573637,-12.24566065,-67.68754856,010100008090DECBD8AB8350C00554933BC77D28C029E7ACCB00EC50C0,0.5,M3.5 V,95.36842105,,
407,452,LHS 300 AB,Star,30138,21.66574748,-91.41607024,30.4070274,010100008092FE456D6EAA3540E36812E5A0DA56C06F939BF232683E40,0.5,M0 VI,98.74659401,,
408,453,SCR 2115-7541,Star,30140,59.44569658,-55.37654102,-56.49778125,01010000800085E5950CB94D405140037F32B04BC0F0A7C64BB73F4CC0,0.5,M3.5 V,98.95631068,,
411,457,SIPS 1529-2907,Star,30143,101.8310407,-37.51752656,44.36158653,0101000080470955C52F7559407501714F3EC242C01683A877482E4640,0.5,M6.5 V,117.2393961,,
412,458,LHS 158,Star,30144,-12.4376027,-60.40663187,-115.3221372,010100008058480A760DE028C0A6945B830C344EC0CDB458E59DD45CC0,0.5,M VI,130.7778669,,
413,459,LHS 323,Star,30145,47.74844531,-106.9441917,76.77922898,0101000080B5A5500ECDDF4740E62906A36DBC5AC0824C3AE3DE315340,0.5,M4 V,140.0429369,,
414,460,LTT 5066,Star,30146,80.95665796,-102.4551982,75.96761542,01010000801EEA4EE2393D5440AD8CA1F7219D59C057003A69EDFD5240,0.5,M3 V,151.0699398,,
415,461,LHS 284,Star,30147,-20.08469412,-121.8806465,92.44346756,010100008042908B83AE1534C08F3523835C785EC05DC2C2C5611C5740,0.5,M4 V,154.2857143,,
416,462,LHS 382,Star,30148,117.5857721,-43.63188592,95.50207901,0101000080311A434A7D655D40F89948A3E1D045C051FDFF0F22E05740,0.5,K V?,157.6413726,,
417,463,LHS 326,Star,30149,29.90066798,-80.61814073,134.8855508,010100008086A73E2D92E63D403CEB229E8F2754C04B9EA16E56DC6040,0.5,M3 VI,159.9607651,,
418,464,LHS 164,Star,30150,-44.95867301,-68.68921664,-149.1262596,010100008002C114CCB57A46C02D2A1C201C2C51C0CB9992510AA462C0,0.5,M V?,170.2296451,,
419,465,LHS 318,Star,30151,-31.05309646,-19.40875915,169.9589738,0101000080BE3BC7BA970D3FC0D6308D70A46833C01197D2E9AF3E6540,0.5,M2 VI,173.8592751,,
420,466,2MASS 1207-3932,Star,30152,65.64928371,-148.9148243,67.55452621,0101000080A31143DD8D695040C1429C3D469D62C0642E805B7DE35040,0.5,M8 V,176.2074554,,
421,467,LHS 521,Star,30153,87.37538319,29.73019086,-150.6623701,01010000802921374706D85540C289C7C9EDBA3D4025ABC72232D562C0,0.5,M0.5 VI,176.6847237,,
422,468,LHS 3045,Star,30154,161.9601062,-74.27736076,71.44893096,0101000080FB35A330B93E644032595847C09152C029D7EB48BBDC5140,0.5,K VI?,191.9717481,,
423,469,LHS 347,Star,30155,20.66496313,-5.040790796,193.9086004,0101000080536510063BAA3440F430FB0FC52914C03E642541133D6840,0.5,K2 VI,195.0717703,,
424,470,LSR 0627+0616,Star,30156,-180.3173165,-82.60711,-8.360678577,010100008066BFEE74278A66C0C6C4E6E3DAA654C0672AC9DCAAB820C0,0.5,M1.5 VI,198.5149117,,
425,471,LHS 518,Star,30157,100.2023565,55.45678665,-169.8750742,01010000808368AD68F30C5940EC7F25FC77BA4B4059D29B9B003C65C0,0.5,M1 VI,204.8743719,,
426,472,SCR 1107-4135,Star,30158,47.2101797,-205.2799524,65.29676032,01010000803CE41C2BE79A4740FA4DBC5EF5A869C0A249FF1EFE525040,0.5,M0.5 VI,220.5273834,,
427,473,SCR 1916-3638,Star,30159,206.5895915,4.796042239,-77.43317144,0101000080FD4FFEEEDDD269405EF55AB2252F13401E17B414B95B53C0,0.5,M3 VI,220.67659,,
428,474,LHS 125,Star,30160,27.98048101,-41.53004259,-228.2093684,01010000808E4CB0CD00FB3B40C1C4826FD8C344C01BDA5B25B3866CC0,0.5,M V?,233.6389685,,
429,475,LHS 3620,Star,30161,183.9932301,60.28211883,-163.2112005,0101000080E49C7D8AC8FF6640C83746781C244E40C30C8D27C26664C0,0.5,M2 VI,253.2298137,,
430,476,LHS 327,Star,30162,103.4653314,-216.4637816,187.1060916,010100008052335AFDC7DD5940928F824CD70E6BC02C0C361A65636740,0.5,K4 VI,304.2537313,,
431,477,LHS 3732,Star,30163,245.476164,-30.535386,-302.9058175,01010000800BF148BC3CAF6E407BBC900E0F893EC050AA7D3A7EEE72C0,0.5,M VI?,391.0791367,,
432,478,LHS 2734 A,Star,30164,430.4300202,-456.2835708,540.2006247,0101000080E979DC5CE1E67A409C01898189847CC0296A1FE19AE18040,0.5,K7 VI/M1 VI,827.8172589,,
4,3,Alpha Centauri B,Star,1b,3.125331238,-3.046661429,-0.051914106,01010000807D0403AAAD0009402751FC06905F08C00E31F1567C94AABF,0.92,K0 V,4.364921109,,
5,3,Barnard's Star,Star,2,4.97095194,2.98787292,1.452790137,0101000080A926B13941E213403E08E0EA29E707409CDCE5DEA03EF73F,0.16,M3.5 V,5.978992136,,
19,20,EZ Aquarii C,Star,12,4.181904005,4.494872067,-9.446576013,010100008018F2210B45BA10402DE03DBEBFFA1140B106769CA5E422C0,0.08,M V,11.26632124,,
54,67,G 208-044 A,Star,37,2.830616776,14.37280199,2.19207498,0101000080816E83681AA5064010DE05E7DFBE2C40BED66B9B5E890140,0.11,M5.5 V,14.8119891,,
55,67,G 208-044 B,Star,37,2.830616776,14.37280199,2.19207498,0101000080816E83681AA5064010DE05E7DFBE2C40BED66B9B5E890140,0.07,M V,14.8119891,,
70,84,Omicron 2 Eridani B,White Dwarf,49,-11.97144102,-4.541466733,-10.0145022,010100008028C9A5B760F127C0886D5841762A12C0AB7015D56C0724C0,0.5,DA4,16.2551707,,
71,84,Omicron 2 Eridani C,Star,49,-11.97144102,-4.541466733,-10.0145022,010100008028C9A5B760F127C0886D5841762A12C0AB7015D56C0724C0,0.18,M4 V,16.2551707,,
101,119,Gliese 570 D,Star,71,14.9307813,-5.963984255,10.34071611,0101000080EC74D65D8FDC2D40F05544B01EDB17C037578B5772AE2440,0.03,T7 V,19.11616458,,
105,126,Gliese 1005 B,Star,74,0.48955604,4.5950293,-18.81475345,01010000803FFE56DBE254DF3FA8A55E5C4F6112409D0D9EAE93D032C0,0.11,M V,19.37392337,,
107,129,Eta Cassiopei B,Star,75,-10.41061428,16.26607996,-1.708312166,0101000080BEBDEF083CD224C02C52F6D01D443040454345233F55FBBF,0.6,K7 V,19.38774297,,
409,454,G 266-089 A,Star,30141,11.35466885,4.760558169,-98.55178757,0101000080E251CF2797B52640193EBAC2CF0A134051DFCF7C50A358C0,0.5,M4 VI?,99.31790499,,
410,454,G 266-089 B,Star,30141,11.35466885,4.760558169,-98.55178757,0101000080E251CF2797B52640193EBAC2CF0A134051DFCF7C50A358C0,0.5,M4 VI?,99.31790499,,
433,479,Gliese 2130 A,Star,30165,47.30010879,-2.179436361,-1.451952697,01010000806525FFF669A647407FAAB1547C6F01C093434FC0323BF7BF,0.2,M1.5 V,47.37254902,,
434,479,Gliese 2130 BC,Star,30165,47.30010879,-2.179436361,-1.451952697,01010000806525FFF669A647407FAAB1547C6F01C093434FC0323BF7BF,0.2,M2.5 V,47.37254902,,
110,132,36 Ophiuchi C,Star,76,19.25877857,-0.525010825,2.280444841,01010000803F0EF74F3F423340A9786D80E3CCE0BF556A63DD593E0240,0.71,K5 V,19.40042827,,
136,164,Wolf 630 C,Star,95a,19.26778534,3.76086751,7.591254795,0101000080F3A57D948D443340C74F80B441160E404383A0E5715D1E40,0.27,M V,21.04801239,,
157,190,LP 771-095 C,Star,108,-11.23520648,-4.196817861,-19.24930775,010100008087D0D6FB6C7826C0010E119F8AC910C0ACE3F8A1D23F33C0,0.16,M V,22.6799249,,
280,317,Gliese 2012 (WD 0038-226),White Dwarf,30014,-0.330077901,2.700072491,-29.38040677,01010000804E597B0FFF1FD5BFDF642D9BBF990540B6538C5662613DC0,0.5,DQ9,29.50606115,,
281,317,Gliese 283 A (WD 0738-172),White Dwarf,30015,-17.46193446,-23.9992157,1.288950513,01010000806D983656417631C05626A199CCFF37C072F5B7928A9FF43F,0.5,DZQ,29.70762365,,
319,356,Gliese 810 A,Star,30054,30.83585429,20.62758842,-24.81003737,010100008074C5F78BFAD53E40913F7BA2A9A0344017B0EC9B5ECF38C0,0.5,M4 V,44.63054187,,
320,356,Gliese 810 B,Star,30054,30.83585429,20.62758842,-24.81003737,010100008074C5F78BFAD53E40913F7BA2A9A0344017B0EC9B5ECF38C0,0.5,M4.5 V,44.63054187,,
348,386,LHS 3001 A,Star,30082,26.6288913,10.6849653,49.31063728,01010000802A3D2E05FFA03A4027CA94C5B35E25405B425FF6C2A74840,0.5,M4.5 V,57.05090082,,
349,386,LHS 3001 B,Star,30082,26.6288913,10.6849653,49.31063728,01010000802A3D2E05FFA03A4027CA94C5B35E25405B425FF6C2A74840,0.5,M6 V,57.05090082,,
366,404,LHS 3738 C,Star,30098,37.84802462,9.483163525,-50.71874718,0101000080298D1C128CEC42407BFDA43561F722409B1858E8FF5B49C0,0.5,M4.5 V,63.9905827,,
404,448,LHS 193 A (WD 0430-391),White Dwarf,30135,-32.82597368,-62.43170784,-65.55887973,0101000080777A6B81B96940C0081DD73342374FC0D4AF7CAFC46350C0,0.6,DC10.2,93.83199079,,
405,448,LHS 193 B,Star,30135,-32.82597368,-62.43170784,-65.55887973,0101000080777A6B81B96940C0081DD73342374FC0D4AF7CAFC46350C0,0.5,M0 VI,93.83199079,,
